retrieval_mode,topn,metric,cv_mean,baseline_val,delta
centroid,1,recall@1,0.7879154575038944,0.5007,0.2872154575038943
centroid,1,recall@3,0.9455797246289706,0.8027,0.14287972462897058
centroid,1,recall@5,0.9804192792715508,0.8912,0.08921927927155082
