retrieval_mode,topn,folds,mean_recall@1,std_recall@1,mean_recall@3,std_recall@3,mean_recall@5,std_recall@5
centroid,1,3,0.7879154575038944,0.007232990059018164,0.9455797246289706,0.009692674697354657,0.9804192792715508,0.0013951063984592824
