fold,retrieval_mode,topn,recall@1,recall@3,recall@5
0,centroid,1,0.7941653160453809,0.9562398703403565,0.9821717990275527
1,centroid,1,0.7777777777777778,0.9477124183006536,0.9787581699346405
2,centroid,1,0.7918032786885246,0.9327868852459016,0.980327868852459
