retrieval_mode,topn,metric,cv_mean,baseline_val,delta
centroid,1,recall@1,0.8635175555876243,0.5007,0.3628175555876243
centroid,1,recall@3,0.9700819484002178,0.8027,0.1673819484002178
centroid,1,recall@5,0.9902064891991106,0.8912,0.09900648919911059
