retrieval_mode,topn,folds,mean_recall@1,std_recall@1,mean_recall@3,std_recall@3,mean_recall@5,std_recall@5
centroid,1,3,0.8635175555876243,0.0040754354569992,0.9700819484002178,0.006076809295817277,0.9902064891991106,0.004022414560316577
