fold,retrieval_mode,topn,recall@1,recall@3,recall@5
0,centroid,1,0.8606158833063209,0.9708265802269044,0.9902755267423015
1,centroid,1,0.869281045751634,0.9771241830065359,0.9950980392156863
2,centroid,1,0.860655737704918,0.9622950819672131,0.9852459016393442
