retrieval_mode,topn,metric,cv_mean,baseline_val,delta
centroid,1,recall@1,0.8363358147159049,0.5007,0.33563581471590487
centroid,1,recall@3,0.9666966875535671,0.8027,0.1639966875535671
centroid,1,recall@5,0.9878299802292618,0.8912,0.09662998022926184
multi_max,1,recall@1,0.7912989780220022,0.5007,0.2905989780220022
multi_max,1,recall@3,0.957116055208593,0.8027,0.15441605520859303
multi_max,1,recall@5,0.9848290312492332,0.8912,0.09362903124923316
multi_topn_avg,3,recall@1,0.8299389481384349,0.5007,0.3292389481384349
multi_topn_avg,3,recall@3,0.964505851410614,0.8027,0.161805851410614
multi_topn_avg,3,recall@5,0.9880223844206633,0.8912,0.09682238442066327
