retrieval_mode,topn,folds,mean_recall@1,std_recall@1,mean_recall@3,std_recall@3,mean_recall@5,std_recall@5
centroid,1,5,0.9057791213559169,0.007519599837390703,0.9799513683775526,0.003226935754946874,0.9917760420846854,0.0031666077562451595
multi_max,1,5,0.8797589374864628,0.004655308426982468,0.9789548798485642,0.004404568920962998,0.9917604357718874,0.0038229897612151046
multi_topn_avg,3,5,0.9037339988127242,0.003574582903503708,0.9776441625634169,0.0029914590036391473,0.9921051010429792,0.003047118978159483
