retrieval_mode,topn,metric,cv_mean,baseline_val,delta
centroid,1,recall@1,0.8780084313721142,0.5007,0.3773084313721141
centroid,1,recall@3,0.9717355316061163,0.8027,0.16903553160611628
centroid,1,recall@5,0.9911452738219596,0.8912,0.09994527382195961
