retrieval_mode,topn,folds,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,macro_f1_mean,macro_f1_std,weighted_precision_mean,weighted_precision_std,weighted_recall_mean,weighted_recall_std,weighted_f1_mean,weighted_f1_std
centroid,1,5,0.8776836533897301,0.017901481262498076,0.8697576374143893,0.01672739610257399,0.8712549321802969,0.017846753570790706,0.8812898291869027,0.016848157394587872,0.8780084313721142,0.01714898932534359,0.877285794844582,0.017584795012167923
