retrieval_mode,topn,folds,mean_recall@1,std_recall@1,mean_recall@3,std_recall@3,mean_recall@5,std_recall@5
centroid,1,3,0.8646307349596821,0.010973302054471851,0.9728044177081342,0.006054848175851415,0.9896680264628577,0.002779708958259451
