fold,retrieval_mode,topn,recall@1,recall@3,recall@5
0,centroid,1,0.8525121555915721,0.9724473257698542,0.9886547811993517
1,centroid,1,0.8790849673202614,0.9803921568627451,0.9934640522875817
2,centroid,1,0.8622950819672132,0.9655737704918033,0.9868852459016394
