retrieval_mode,topn,metric,cv_mean,baseline_val,delta
centroid,1,recall@1,0.882624364653657,0.5007,0.381924364653657
centroid,1,recall@3,0.9714237591257827,0.8027,0.16872375912578275
centroid,1,recall@5,0.9911274059364888,0.8912,0.09992740593648886
