retrieval_mode,topn,metric,cv_mean,baseline_val,delta
centroid,1,recall@1,0.8855968571048105,0.5007,0.3848968571048105
centroid,1,recall@3,0.9743817167309764,0.8027,0.17168171673097643
centroid,1,recall@5,0.9901356325540522,0.8912,0.09893563255405224
