retrieval_mode,topn,folds,mean_recall@1,std_recall@1,mean_recall@3,std_recall@3,mean_recall@5,std_recall@5
centroid,1,3,0.8406475329664181,0.007878196214470458,0.9619251538446355,0.006091064071692789,0.9869473429330048,0.001355215979002422
