fold,retrieval_mode,topn,recall@1,recall@3,recall@5,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1
0,centroid,1,0.8784440842787682,0.9789303079416531,0.9951377633711507,0.8821827217660552,0.8688634107717637,0.871473534293948,0.8833097536906289,0.8784440842787682,0.8776293189282003
1,centroid,1,0.8480392156862745,0.9689542483660131,0.988562091503268,0.850536547484338,0.8386276615219982,0.8407727828976783,0.8510253788537876,0.8480392156862745,0.8463995106855807
2,centroid,1,0.8655737704918033,0.9524590163934427,0.9819672131147541,0.8706465755649558,0.860238887332414,0.863233092211885,0.8686595408159888,0.8655737704918033,0.8649736054822486
3,centroid,1,0.8460264900662252,0.9718543046357616,0.9884105960264901,0.8567063934384253,0.835395262352229,0.8384054265858605,0.8540444436096043,0.8460264900662252,0.8425244222844978
4,centroid,1,0.8752079866888519,0.9717138103161398,0.9983361064891847,0.888163935975721,0.871561180881226,0.8758305540052269,0.8832488415419515,0.8752079866888519,0.8754644507853623
