fold,retrieval_mode,topn,recall@1,recall@3,recall@5
0,centroid,1,0.8654781199351702,0.9740680713128039,0.9886547811993517
1,centroid,1,0.8774509803921569,0.9869281045751634,0.9950980392156863
2,centroid,1,0.8590163934426229,0.9639344262295082,0.9885245901639345
