retrieval_mode,topn,folds,mean_recall@1,std_recall@1,mean_recall@3,std_recall@3,mean_recall@5,std_recall@5
centroid,1,3,0.8673151645899834,0.007637170016780419,0.9749768673724919,0.009409099980849813,0.9907591368596576,0.003068527623881965
