retrieval_mode,topn,metric,cv_mean,baseline_val,delta
centroid,1,recall@1,0.8793765243274375,0.5007,0.3786765243274375
centroid,1,recall@3,0.9700813879290535,0.8027,0.16738138792905355
centroid,1,recall@5,0.990814147994145,0.8912,0.09961414799414503
