retrieval_mode,topn,label,folds,precision_mean,precision_std,recall_mean,recall_std,f1_score_mean,f1_score_std,support_mean,support_std
centroid,1,Alaris,5,0.8501839080459771,0.03955864313309931,0.8182539682539682,0.06980117495890152,0.832617136950898,0.046295470982540825,27.6,0.4898979485566356
centroid,1,Alcatras,5,0.7639725209080048,0.055244302229325096,0.7923076923076923,0.07919715493066921,0.7763891712262527,0.059588936029706246,26.0,0.0
centroid,1,Braga,5,0.8888377192982457,0.05580912888388848,0.8069701280227596,0.06814175434617165,0.8448735133772847,0.05701563362898992,37.4,0.4898979485566356
centroid,1,Castor,5,0.7946239093944485,0.05938595363948048,0.9433467741935484,0.030711409716660674,0.8606233413394977,0.02708885462245522,31.8,0.4
centroid,1,Denom,5,0.856214150400197,0.08227319335584463,0.8517780938833571,0.07331006687981122,0.8523534654001667,0.06994556845361317,37.6,0.4898979485566356
centroid,1,Gemini,5,0.9348281573498965,0.05080708961956413,0.8965608465608466,0.049495650656864995,0.9135265085791401,0.03225854831252983,27.2,0.39999999999999997
centroid,1,Hawk,5,0.968923076923077,0.028870656260282818,0.9612307692307691,0.024332995593560038,0.9650015082956258,0.025520364843518606,25.6,0.4898979485566356
centroid,1,Ilias,5,0.8547319347319347,0.10409092409848096,0.8544334975369459,0.03947346921687809,0.85128172211123,0.056260315884075165,28.8,0.4
centroid,1,Mytikas,5,0.7984175824175823,0.048722423436021144,0.7312169312169312,0.05768409172870409,0.761315332899588,0.039102347011919926,27.6,0.4898979485566356
centroid,1,Nivalis,5,0.8749396135265701,0.07042379187284392,0.7743083003952569,0.06546724209026197,0.8186935234952903,0.04830835348949292,22.2,0.39999999999999997
centroid,1,Ratikon,5,0.8042407407407406,0.07434234176530571,0.8206349206349206,0.037679611017362585,0.810482180293501,0.04579395730043586,27.8,0.4
centroid,1,Steel_Wheel,5,0.9944444444444445,0.011111111111111117,0.9942857142857143,0.011428571428571432,0.9942845478669117,0.007001161057676159,35.2,0.4
centroid,1,Triton,5,0.8104667703742114,0.06701183058499027,0.8761705101327741,0.046064700314386045,0.8395981216178932,0.03935041169349428,53.4,0.4898979485566356
centroid,1,Trius,5,0.8506556024206858,0.06889764938292833,0.7680487804878049,0.05715415351077827,0.8037367971098425,0.03350918232614939,40.6,0.4898979485566356
centroid,1,Turbine,5,0.9338013838013838,0.07023079488218946,0.8402116402116402,0.05009299601789647,0.8821261635967519,0.03864044820058231,27.6,0.4898979485566356
centroid,1,Vega,5,0.922012012012012,0.06416761838353345,0.9771428571428572,0.03331972511340173,0.9484433725641521,0.04992941506953232,35.2,0.4
centroid,1,Velorum,5,0.9640701398109817,0.018380843140297073,0.9864406779661017,0.012683584361945565,0.9750073246152635,0.01171523677105233,59.2,0.4
centroid,1,Xtreme,5,0.9893162393162394,0.013102315997227266,0.9789473684210528,0.0306892204991858,0.98392511992512,0.019881007000010522,38.0,0.0
