retrieval_mode,topn,folds,mean_recall@1,std_recall@1,mean_recall@3,std_recall@3,mean_recall@5,std_recall@5,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,macro_f1_mean,macro_f1_std,weighted_precision_mean,weighted_precision_std,weighted_recall_mean,weighted_recall_std,weighted_f1_mean,weighted_f1_std
centroid,1,5,0.8793765243274375,0.01330652975056455,0.9700813879290535,0.008649317293919356,0.990814147994145,0.002193839593093096,0.8808155503287018,0.013295525554062836,0.8706827483824966,0.013208675767606573,0.8730154917369116,0.013685605947592149,0.8842982649177598,0.011828318689357952,0.8793765243274375,0.01330652975056455,0.8792210398726997,0.013598940980626969
