fold,retrieval_mode,topn,recall@1,recall@3,recall@5,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1
0,centroid,1,0.893030794165316,0.9773095623987034,0.9902755267423015,0.8909481715043471,0.8807921340538549,0.883842887836619,0.895914190917811,0.893030794165316,0.8926602833781707
1,centroid,1,0.8888888888888888,0.9738562091503268,0.9901960784313726,0.8923985383437952,0.8797990301815725,0.8837484821602549,0.8939116739839053,0.8888888888888888,0.889497863122426
2,centroid,1,0.8704918032786885,0.9655737704918033,0.9885245901639345,0.863436484355179,0.8636846655406193,0.861582005187794,0.8723009473283345,0.8704918032786885,0.8694850987837303
3,centroid,1,0.8576158940397351,0.9552980132450332,0.9900662251655629,0.8656938112712348,0.847786387301931,0.851795807739099,0.8677313662190798,0.8576158940397351,0.8572991467573033
4,centroid,1,0.8868552412645591,0.978369384359401,0.9950083194675541,0.891600746168953,0.8813515248345056,0.884108275760791,0.8916331461396679,0.8868552412645591,0.8871628073218683
