retrieval_mode,topn,folds,mean_recall@1,std_recall@1,mean_recall@3,std_recall@3,mean_recall@5,std_recall@5,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,macro_f1_mean,macro_f1_std,weighted_precision_mean,weighted_precision_std,weighted_recall_mean,weighted_recall_std,weighted_f1_mean,weighted_f1_std
centroid,1,5,0.8918403700101359,0.017311106038335897,0.9740526577726826,0.005638499975975565,0.9894862901608483,0.001683733691508375,0.8919132248161237,0.018734877662029154,0.8847508556417271,0.016400250289176025,0.8864669388722766,0.017704786888595975,0.894939172244572,0.01697416618121803,0.8918403700101359,0.017311106038335897,0.8916664724100187,0.0174560382879375
