fold,retrieval_mode,topn,recall@1,recall@3,recall@5,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1
0,centroid,1,0.9124797406807131,0.9740680713128039,0.9902755267423015,0.9117897049167196,0.9019086834473976,0.9053378452968341,0.9152652368595847,0.9124797406807131,0.9126153964168046
1,centroid,1,0.9052287581699346,0.9787581699346405,0.9901960784313726,0.9034200840856048,0.9007733154217737,0.9009643620411235,0.9073503529876078,0.9052287581699346,0.9054203221541192
2,centroid,1,0.8639344262295082,0.9688524590163935,0.9868852459016394,0.8598404447449107,0.8582487351429943,0.8565718267866852,0.8680553506770783,0.8639344262295082,0.8636536597907267
3,centroid,1,0.8956953642384106,0.9668874172185431,0.9917218543046358,0.9022227594620605,0.8872883964088252,0.8918458645148019,0.9001841838657654,0.8956953642384106,0.8949714957130037
4,centroid,1,0.8818635607321131,0.9816971713810316,0.9883527454242929,0.8822931308713227,0.8755351477876445,0.8776147957219381,0.8838407368328232,0.8818635607321131,0.8816714879754395
