retrieval_mode,topn,metric,cv_mean,baseline_val,delta
centroid,1,recall@1,0.862430858985876,0.5007,0.361730858985876
centroid,1,recall@3,0.9695399141078377,0.8027,0.16683991410783772
centroid,1,recall@5,0.9869481851719293,0.8912,0.09574818517192929
