fold,retrieval_mode,topn,recall@1,recall@3,recall@5
0,centroid,1,0.8589951377633711,0.9692058346839546,0.9854132901134521
1,centroid,1,0.869281045751634,0.9787581699346405,0.9934640522875817
2,centroid,1,0.8590163934426229,0.9606557377049181,0.9819672131147541
