retrieval_mode,topn,folds,mean_recall@1,std_recall@1,mean_recall@3,std_recall@3,mean_recall@5,std_recall@5
centroid,1,3,0.862430858985876,0.004843821287323992,0.9695399141078377,0.0073940615791331585,0.9869481851719293,0.004817416657080098
