fold,retrieval_mode,topn,recall@1,recall@3,recall@5
0,centroid,1,0.8573743922204214,0.9643435980551054,0.9902755267423015
1,centroid,1,0.8611111111111112,0.9820261437908496,0.9918300653594772
2,centroid,1,0.8459016393442623,0.9606557377049181,0.9836065573770492
