retrieval_mode,topn,metric,cv_mean,baseline_val,delta
centroid,1,recall@1,0.854795714225265,0.5007,0.354095714225265
centroid,1,recall@3,0.9690084931836244,0.8027,0.1663084931836244
centroid,1,recall@5,0.9885707164929425,0.8912,0.09737071649294249
