retrieval_mode,topn,folds,mean_recall@1,std_recall@1,mean_recall@3,std_recall@3,mean_recall@5,std_recall@5
centroid,1,3,0.854795714225265,0.006471434308233433,0.9690084931836244,0.009327182460938747,0.9885707164929425,0.0035671000709262893
