fold,retrieval_mode,topn,label,precision,recall,f1_score,support
2,centroid,1,Alaris,0.8709677419354839,0.9642857142857143,0.9152542372881356,28
2,centroid,1,Alcatras,0.8076923076923077,0.8076923076923077,0.8076923076923077,26
2,centroid,1,Braga,0.8611111111111112,0.8378378378378378,0.8493150684931506,37
2,centroid,1,Castor,0.8,1.0,0.8888888888888888,32
2,centroid,1,Denom,0.8611111111111112,0.8157894736842105,0.8378378378378378,38
2,centroid,1,Gemini,0.8928571428571429,0.9259259259259259,0.9090909090909091,27
2,centroid,1,Hawk,0.96,0.9230769230769231,0.9411764705882353,26
2,centroid,1,Ilias,0.84375,0.9310344827586207,0.8852459016393442,29
2,centroid,1,Mytikas,0.92,0.8214285714285714,0.8679245283018868,28
2,centroid,1,Nivalis,0.85,0.7727272727272727,0.8095238095238095,22
2,centroid,1,Ratikon,0.8846153846153846,0.8214285714285714,0.8518518518518519,28
2,centroid,1,Steel_Wheel,1.0,1.0,1.0,35
2,centroid,1,Triton,0.9038461538461539,0.8867924528301887,0.8952380952380953,53
2,centroid,1,Trius,0.8095238095238095,0.8292682926829268,0.8192771084337349,41
2,centroid,1,Turbine,0.8846153846153846,0.8214285714285714,0.8518518518518519,28
2,centroid,1,Vega,0.9705882352941176,0.9428571428571428,0.9565217391304348,35
2,centroid,1,Velorum,0.9508196721311475,0.9830508474576272,0.9666666666666667,59
2,centroid,1,Xtreme,0.9714285714285714,0.8947368421052632,0.9315068493150684,38
2,centroid,1,macro avg,0.8912737014534292,0.8877422905670931,0.8880480067684561,610
2,centroid,1,weighted avg,0.8953808876274936,0.8934426229508197,0.893088822401377,610
2,multi_max,1,Alaris,0.896551724137931,0.9285714285714286,0.9122807017543859,28
2,multi_max,1,Alcatras,0.6875,0.8461538461538461,0.7586206896551724,26
2,multi_max,1,Braga,0.8333333333333334,0.8108108108108109,0.821917808219178,37
2,multi_max,1,Castor,0.8611111111111112,0.96875,0.9117647058823529,32
2,multi_max,1,Denom,0.7674418604651163,0.868421052631579,0.8148148148148148,38
2,multi_max,1,Gemini,0.896551724137931,0.9629629629629629,0.9285714285714286,27
2,multi_max,1,Hawk,0.9583333333333334,0.8846153846153846,0.92,26
2,multi_max,1,Ilias,0.9,0.9310344827586207,0.9152542372881356,29
2,multi_max,1,Mytikas,0.7272727272727273,0.8571428571428571,0.7868852459016393,28
2,multi_max,1,Nivalis,0.9,0.8181818181818182,0.8571428571428571,22
2,multi_max,1,Ratikon,0.9545454545454546,0.75,0.84,28
2,multi_max,1,Steel_Wheel,1.0,1.0,1.0,35
2,multi_max,1,Triton,0.9361702127659575,0.8301886792452831,0.88,53
2,multi_max,1,Trius,0.8157894736842105,0.7560975609756098,0.7848101265822784,41
2,multi_max,1,Turbine,0.8275862068965517,0.8571428571428571,0.8421052631578947,28
2,multi_max,1,Vega,1.0,0.9428571428571428,0.9705882352941176,35
2,multi_max,1,Velorum,0.9661016949152542,0.9661016949152542,0.9661016949152542,59
2,multi_max,1,Xtreme,0.9714285714285714,0.8947368421052632,0.9315068493150684,38
2,multi_max,1,macro avg,0.8833176348904158,0.8818760789483733,0.8801313699163654,610
2,multi_max,1,weighted avg,0.8898289989782996,0.8836065573770492,0.8844690693413109,610
2,multi_topn_avg,3,Alaris,0.8666666666666667,0.9285714285714286,0.896551724137931,28
2,multi_topn_avg,3,Alcatras,0.75,0.8076923076923077,0.7777777777777778,26
2,multi_topn_avg,3,Braga,0.9117647058823529,0.8378378378378378,0.8732394366197183,37
2,multi_topn_avg,3,Castor,0.8421052631578947,1.0,0.9142857142857143,32
2,multi_topn_avg,3,Denom,0.8,0.8421052631578947,0.8205128205128205,38
2,multi_topn_avg,3,Gemini,0.8666666666666667,0.9629629629629629,0.9122807017543859,27
2,multi_topn_avg,3,Hawk,0.9583333333333334,0.8846153846153846,0.92,26
2,multi_topn_avg,3,Ilias,0.9,0.9310344827586207,0.9152542372881356,29
2,multi_topn_avg,3,Mytikas,0.8275862068965517,0.8571428571428571,0.8421052631578947,28
2,multi_topn_avg,3,Nivalis,0.85,0.7727272727272727,0.8095238095238095,22
2,multi_topn_avg,3,Ratikon,0.9583333333333334,0.8214285714285714,0.8846153846153846,28
2,multi_topn_avg,3,Steel_Wheel,1.0,1.0,1.0,35
2,multi_topn_avg,3,Triton,0.9056603773584906,0.9056603773584906,0.9056603773584906,53
2,multi_topn_avg,3,Trius,0.9473684210526315,0.8780487804878049,0.9113924050632911,41
2,multi_topn_avg,3,Turbine,0.8571428571428571,0.8571428571428571,0.8571428571428571,28
2,multi_topn_avg,3,Vega,1.0,0.9428571428571428,0.9705882352941176,35
2,multi_topn_avg,3,Velorum,0.95,0.9661016949152542,0.957983193277311,59
2,multi_topn_avg,3,Xtreme,0.9722222222222222,0.9210526315789473,0.9459459459459459,38
2,multi_topn_avg,3,macro avg,0.8979916696507222,0.8953878807353131,0.895269993541977,610
2,multi_topn_avg,3,weighted avg,0.9046037585345446,0.9016393442622951,0.901849909274984,610
