fold,retrieval_mode,topn,recall@1,recall@3,recall@5,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1
0,centroid,1,0.9124797406807131,0.9789303079416531,0.9902755267423015,0.9087546360850765,0.9021209878287524,0.9042391519214026,0.9132032962635959,0.9124797406807131,0.9118350562271167
1,centroid,1,0.8970588235294118,0.9820261437908496,0.9918300653594772,0.9000078456490527,0.8932431726220545,0.8942226516535288,0.9007653115536361,0.8970588235294118,0.8969705997980861
2,centroid,1,0.8885245901639345,0.9704918032786886,0.9885245901639345,0.8838948011484281,0.8837923646624222,0.8822634813873896,0.8915875198307489,0.8885245901639345,0.8886400393428115
3,centroid,1,0.8725165562913907,0.9586092715231788,0.9917218543046358,0.8782788102989957,0.8639827290084207,0.8683975734564906,0.8785481995334524,0.8725165562913907,0.8728091435024068
4,centroid,1,0.9051580698835274,0.9816971713810316,0.9916805324459235,0.9067870811132013,0.9011418189536021,0.902374924445621,0.9068210897994593,0.9051580698835274,0.9046387155367644
