retrieval_mode,topn,folds,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,macro_f1_mean,macro_f1_std,weighted_precision_mean,weighted_precision_std,weighted_recall_mean,weighted_recall_std,weighted_f1_mean,weighted_f1_std
centroid,1,5,0.895544634858951,0.012285310773023314,0.8888562146150504,0.014074576693425307,0.8902995565728865,0.013414863932010995,0.8981850833961786,0.012131940937139289,0.8951475561097956,0.013858526486350503,0.8949787108814371,0.013513609173407196
