retrieval_mode,topn,metric,cv_mean,baseline_val,delta
centroid,1,recall@1,0.9013733805487757,0.5007,0.40067338054877566
centroid,1,recall@3,0.9750325445861904,0.8027,0.1723325445861904
centroid,1,recall@5,0.991134991354038,0.8912,0.09993499135403805
multi_max,1,recall@1,0.8737522304858121,0.5007,0.37305223048581204
multi_max,1,recall@3,0.9783001437448288,0.8027,0.1756001437448288
multi_max,1,recall@5,0.9898110206769488,0.8912,0.09861102067694882
multi_topn_avg,3,recall@1,0.8984152617297436,0.5007,0.3977152617297436
multi_topn_avg,3,recall@3,0.9776530083426698,0.8027,0.1749530083426698
multi_topn_avg,3,recall@5,0.9894928528849007,0.8912,0.09829285288490075
