epoch,embedding_loss,logits_loss,logits_top1,logits_top3,loss,val_embedding_loss,val_logits_loss,val_logits_top1,val_logits_top3,val_loss
0,0.29628729820251465,2.668152332305908,0.24598269164562225,0.4301607012748718,2.8167574405670166,0.3630771040916443,2.3298778533935547,0.33873581886291504,0.6191247701644897,2.5404562950134277
1,0.4205768406391144,2.124788284301758,0.4804285168647766,0.7515451312065125,2.3352231979370117,0.3569119870662689,1.8582494258880615,0.47811993956565857,0.8022690415382385,2.0759027004241943
2,0.4264724552631378,1.7918765544891357,0.5677791237831116,0.8500205874443054,2.005821704864502,0.31756532192230225,1.5756126642227173,0.6466774940490723,0.8881685733795166,1.772346019744873
3,0.4082421362400055,1.5672281980514526,0.6398846507072449,0.8916357755661011,1.771772861480713,0.3107796609401703,1.4080512523651123,0.6175040602684021,0.8930308222770691,1.6036297082901
4,0.4025580883026123,1.3950968980789185,0.6720230579376221,0.9225381016731262,1.5960662364959717,0.31404271721839905,1.238945484161377,0.6855753660202026,0.9189627170562744,1.434558391571045
5,0.39750394225120544,1.2464399337768555,0.7371240258216858,0.9361351728439331,1.445273756980896,0.29798054695129395,1.1136386394500732,0.724473237991333,0.940032422542572,1.2980122566223145
6,0.3813021779060364,1.1366119384765625,0.7466007471084595,0.9390193819999695,1.3268803358078003,0.2914502024650574,0.9968719482421875,0.8022690415382385,0.9481361508369446,1.1752406358718872
7,0.38685983419418335,1.035995364189148,0.7795632481575012,0.9579728245735168,1.2297083139419556,0.31880226731300354,0.9055075645446777,0.8200972676277161,0.9562398791313171,1.0957318544387817
8,0.36150574684143066,0.9558988809585571,0.7923362255096436,0.9620931148529053,1.1366181373596191,0.30009299516677856,0.8448470830917358,0.8103727698326111,0.9481361508369446,1.024090051651001
9,0.36335498094558716,0.8829715847969055,0.8009888529777527,0.960444986820221,1.0642460584640503,0.29158562421798706,0.7541504502296448,0.8379254341125488,0.9643436074256897,0.9249363541603088
10,0.3610582947731018,0.8203816413879395,0.8162340521812439,0.9674495458602905,1.001034140586853,0.27103376388549805,0.7227071523666382,0.8606159090995789,0.9643436074256897,0.8817833065986633
11,0.341548353433609,0.7739389538764954,0.8314791917800903,0.9682735800743103,0.9450458288192749,0.31757616996765137,0.6637237668037415,0.8557536602020264,0.9692058563232422,0.84786456823349
12,0.35209640860557556,0.7156780362129211,0.8343634009361267,0.9707458019256592,0.8919582962989807,0.27104732394218445,0.6778159141540527,0.8508914113044739,0.9529983997344971,0.8378573656082153
13,0.3391049802303314,0.6904265880584717,0.839719831943512,0.9719818830490112,0.860112726688385,0.26268818974494934,0.6512748003005981,0.8476499319076538,0.9578605890274048,0.8049723505973816
14,0.3366762101650238,0.6565905213356018,0.8463123440742493,0.9690976738929749,0.8245790004730225,0.2790023982524872,0.5626624822616577,0.8719611167907715,0.9724473357200623,0.7243264317512512
15,0.32916009426116943,0.6370996832847595,0.8426040410995483,0.9723939299583435,0.8018025159835815,0.28343668580055237,0.552601158618927,0.876823365688324,0.9643436074256897,0.7157434821128845
16,0.35277342796325684,0.6127574443817139,0.8401318788528442,0.9744540452957153,0.7894027829170227,0.29565972089767456,0.5087376236915588,0.8833063244819641,0.9708265662193298,0.6775625944137573
17,0.3337908685207367,0.578194797039032,0.8533168435096741,0.9752781391143799,0.7446898818016052,0.29595521092414856,0.4957696497440338,0.8849270939826965,0.9740680456161499,0.6635221838951111
18,0.33098268508911133,0.5627639889717102,0.858261227607727,0.9744540452957153,0.7278141379356384,0.27825307846069336,0.4931756556034088,0.8752025961875916,0.9740680456161499,0.6498739719390869
19,0.325103223323822,0.5443114042282104,0.866913914680481,0.978986382484436,0.7071477174758911,0.27975383400917053,0.46025657653808594,0.876823365688324,0.9773095846176147,0.6188027262687683
20,0.3215344548225403,0.5110982060432434,0.8574371933937073,0.9806345105171204,0.6716007590293884,0.2887248396873474,0.44380053877830505,0.8914100527763367,0.9773095846176147,0.6072866320610046
21,0.32802578806877136,0.5052171349525452,0.866913914680481,0.9781623482704163,0.6687479615211487,0.2968094050884247,0.47672906517982483,0.8719611167907715,0.9789302945137024,0.6454948782920837
22,0.32020285725593567,0.5079425573348999,0.8607333898544312,0.9802225232124329,0.6680849194526672,0.26504215598106384,0.4627601206302643,0.876823365688324,0.9773095846176147,0.6146278381347656
23,0.3382760286331177,0.5073097944259644,0.8693860769271851,0.9744540452957153,0.6758806109428406,0.25814756751060486,0.469979852437973,0.8654780983924866,0.9724473357200623,0.6174889206886292
24,0.3330361545085907,0.49322569370269775,0.8640296459197998,0.978986382484436,0.6592532396316528,0.24616870284080505,0.4715016484260559,0.8589951395988464,0.9773095846176147,0.6128518581390381
25,0.30290448665618896,0.459151029586792,0.8784507513046265,0.9802225232124329,0.6106247901916504,0.2549596428871155,0.4887568950653076,0.8687196373939514,0.9708265662193298,0.6364259123802185
