retrieval_mode,topn,folds,mean_recall@1,std_recall@1,mean_recall@3,std_recall@3,mean_recall@5,std_recall@5
centroid,1,3,0.8330469576275097,0.0037019567890183807,0.963020678036487,0.006865154229546306,0.9864026806236366,0.000819108687280809
