retrieval_mode,topn,metric,cv_mean,baseline_val,delta
centroid,1,recall@1,0.8330469576275097,0.5007,0.33234695762750965
centroid,1,recall@3,0.963020678036487,0.8027,0.16032067803648709
centroid,1,recall@5,0.9864026806236366,0.8912,0.09520268062363657
