fold,retrieval_mode,topn,recall@1,recall@3,recall@5
0,centroid,1,0.8363047001620746,0.9611021069692058,0.9870340356564019
1,centroid,1,0.8349673202614379,0.9722222222222222,0.9869281045751634
2,centroid,1,0.8278688524590164,0.9557377049180328,0.9852459016393442
