epoch,embedding_loss,logits_loss,logits_top1,logits_top3,loss,val_embedding_loss,val_logits_loss,val_logits_top1,val_logits_top3,val_loss
0,0.2776873707771301,2.7851738929748535,0.1483292579650879,0.3903830349445343,2.9259681701660156,0.15949057042598724,2.6528048515319824,0.23366013169288635,0.4803921580314636,2.7471466064453125
1,0.3104338049888611,2.5161993503570557,0.3455582857131958,0.5452322959899902,2.6728789806365967,0.29627180099487305,2.252122402191162,0.4019607901573181,0.6617646813392639,2.4379982948303223
2,0.3993131220340729,2.20204758644104,0.4686226546764374,0.7392013072967529,2.4080915451049805,0.28598278760910034,2.0056421756744385,0.45588234066963196,0.7696078419685364,2.189044237136841
3,0.412028968334198,1.9837044477462769,0.5330073237419128,0.8044009804725647,2.195161819458008,0.28118643164634705,1.7777855396270752,0.5882353186607361,0.8382353186607361,1.96306312084198
4,0.4120034873485565,1.8199613094329834,0.596576988697052,0.8573757410049438,2.0228352546691895,0.23831772804260254,1.6670669317245483,0.5669934749603271,0.8627451062202454,1.8319205045700073
5,0.3867397904396057,1.6659380197525024,0.6332518458366394,0.8867155909538269,1.866344690322876,0.238937646150589,1.5023406744003296,0.6405228972434998,0.9035947918891907,1.6677263975143433
6,0.37998083233833313,1.541340947151184,0.6544417142868042,0.9111654162406921,1.7348123788833618,0.22616736590862274,1.4100515842437744,0.6813725233078003,0.9330065250396729,1.5696526765823364
7,0.37488606572151184,1.4458200931549072,0.6935615539550781,0.9136104583740234,1.6360477209091187,0.23154744505882263,1.314892292022705,0.7009803652763367,0.9444444179534912,1.476717233657837
8,0.38313940167427063,1.366902470588684,0.7000815272331238,0.9274653792381287,1.5588810443878174,0.21555474400520325,1.2196483612060547,0.7238562107086182,0.9477124214172363,1.3709514141082764
9,0.3553067743778229,1.2621744871139526,0.7375712990760803,0.9429503083229065,1.4465022087097168,0.23980708420276642,1.135530948638916,0.7761437892913818,0.9624183177947998,1.298620343208313
10,0.369291752576828,1.2052762508392334,0.7595762014389038,0.945395290851593,1.3936601877212524,0.20115721225738525,1.1536338329315186,0.7254902124404907,0.9526143670082092,1.2978049516677856
11,0.3504490852355957,1.1120314598083496,0.7848410606384277,0.9551752209663391,1.2959892749786377,0.22000865638256073,1.032240629196167,0.7696078419685364,0.9509803652763367,1.1831483840942383
12,0.328464150428772,1.0677977800369263,0.7889160513877869,0.9608802199363708,1.2323731184005737,0.21464097499847412,0.9263527989387512,0.8169934749603271,0.970588207244873,1.0709480047225952
13,0.32367345690727234,0.9882774353027344,0.8117359280586243,0.9690301418304443,1.1564006805419922,0.22057339549064636,0.879189133644104,0.8218954205513,0.9738562107086182,1.0257724523544312
14,0.3512466251850128,0.9645315408706665,0.8060309886932373,0.9616951942443848,1.144716739654541,0.19886204600334167,0.8473674654960632,0.8333333134651184,0.9852941036224365,0.9805809259414673
15,0.35071852803230286,0.9158358573913574,0.8207008838653564,0.9657701849937439,1.1004918813705444,0.20841865241527557,0.8463590741157532,0.843137264251709,0.9738562107086182,0.9843308329582214
16,0.30892521142959595,0.8578718900680542,0.8272208571434021,0.9690301418304443,1.0169535875320435,0.20915380120277405,0.7705973386764526,0.8415032625198364,0.9803921580314636,0.9083302021026611
17,0.3092458248138428,0.8152546882629395,0.8516707420349121,0.9731051325798035,0.9717778563499451,0.2377004325389862,0.8066954612731934,0.7875816822052002,0.970588207244873,0.9623507857322693
18,0.3197564482688904,0.7780063152313232,0.8590056896209717,0.9690301418304443,0.944701075553894,0.19235637784004211,0.7301324009895325,0.8578431606292725,0.970588207244873,0.858102560043335
19,0.33035436272621155,0.7599596977233887,0.8451507687568665,0.9731051325798035,0.9225408434867859,0.18816645443439484,0.6846340894699097,0.851307213306427,0.9820261597633362,0.8071247935295105
