retrieval_mode,topn,metric,cv_mean,baseline_val,delta
centroid,1,recall@1,0.8845954587261182,0.5007,0.3838954587261182
centroid,1,recall@3,0.9720784253638627,0.8027,0.16937842536386272
centroid,1,recall@5,0.9914542033221098,0.8912,0.10025420332210977
